1,2,3,4,5,6,7,8,9,10
1983,2263,504,966,313,2263,1165,2404,2195,1539
988,385,1962,78,2041,1469,711,1395,2266,189
753,1843,1477,1582,2452,425,1143,2045,372,596
543,1189,2076,1944,680,462,1157,987,959,872
714,1470,2,832,1283,644,706,1434,1661,2167
742,69,2040,1997,1264,2300,96,441,2497,256
2102,1802,1334,227,2021,2013,2367,2481,919,1092
2189,905,2046,607,1093,1002,1161,351,2035,700
437,2183,706,337,165,36,1981,1393,1638,1747
1242,2507,550,1412,1031,98,1791,672,1536,2145
2292,162,170,2112,448,1724,1586,2010,1400,413
495,1408,1290,1882,1468,1182,215,1436,393,1652
1846,562,1812,1155,1686,2250,1839,2356,2376,599
832,2196,190,1513,659,413,1252,2022,456,19
1568,240,1001,2011,1953,1155,1472,360,2013,2329
1199,2178,1535,93,237,1199,1191,309,1328,2350
763,1409,2038,430,1858,1627,2268,602,756,666
839,1326,999,2461,1320,2296,1180,1855,811,730
122,2063,1949,891,28,487,1734,178,2050,2342
2488,1793,2501,2168,1046,2257,1742,210,1488,1267
1309,1295,2496,2251,1303,359,2126,871,1259,260
1230,204,1433,697,588,2076,183,1339,606,736
1986,729,1163,1216,1591,1392,425,604,1589,185
229,2334,1251,1974,1811,1708,1342,490,1970,195
472,2150,1094,1799,37,1507,478,1298,852,1694
342,569,999,1121,1128,2488,596,2073,1877,1038
398,156,794,36,2459,216,1841,1204,2256,64
2311,1547,637,190,418,1072,2355,937,349,485
1909,50,1057,2478,1369,2340,1524,1274,588,1627
1217,1670,1960,1946,851,1994,288,528,2268,2319
2434,2024,2488,1,2077,1574,867,1196,2007,1165
1836,385,1732,1891,2001,1803,110,1400,1885,2112
1143,1947,934,685,2289,548,976,2085,1171,1835
1910,1692,33,2482,2231,2020,1112,381,729,397
2429,50,1940,569,2239,2102,1558,1502,1543,1046
2139,822,349,1863,139,1376,2191,1713,2137,547
2506,4,1234,1063,511,767,1663,324,109,191
2453,2006,1796,1182,570,1944,1337,42,2277,2098
2214,2221,93,2101,2339,2168,2108,2086,2236,1845
666,1469,201,403,2356,2250,1551,1944,1300,1531
2455,1524,87,1894,561,1320,537,1725,472,2062
816,1680,944,1544,1484,1926,2216,594,1713,1239
245,569,831,218,1234,310,1502,2125,602,1730
2051,1031,2505,1835,1891,1035,1452,442,22,975
2107,1395,509,929,1347,1370,2391,125,1128,1859
498,2360,1344,732,2263,1040,1044,1480,1573,152
2416,1577,191,574,664,542,185,483,1938,1747
109,2093,2189,778,1311,603,1775,2248,1800,370
1245,82,1661,1518,368,857,2475,1973,1111,95
2094,898,1457,1128,2440,733,868,1542,1502,1371
1764,1601,2278,1273,198,2400,2316,1540,342,405
1600,134,733,1397,2508,2395,1972,179,1885,2394
1428,1834,1726,1470,2006,737,833,902,535,641
1460,2394,439,2103,859,1069,1661,357,1751,2143
2470,316,1562,734,1290,1334,1993,1217,522,1148
1303,497,492,1779,778,1567,568,1461,362,1810
620,634,2351,2330,2265,1031,630,347,563,765
2009,894,775,2136,1847,2310,610,2416,721,1823
201,1899,1932,842,337,1999,1210,966,953,38
1386,497,582,1255,579,32,1254,1900,1731,1819
1957,1648,2103,1377,207,1702,498,1313,2433,1586
946,596,2441,1271,342,1783,1503,1500,1603,2037
1709,1455,2143,362,902,1687,1734,1974,1234,1389
2188,1993,1871,481,183,2233,451,582,977,553
1470,268,1544,1533,902,1323,1035,495,525,1252
2189,2201,1147,1351,1265,1113,572,563,492,2140
774,1911,414,1226,2375,1729,1075,2179,959,1051
2110,1662,990,1845,527,1172,1574,2309,1365,514
2499,1676,2336,1470,2371,1098,288,1280,2114,995
716,2134,717,1560,243,1209,1537,1768,1202,9
946,1066,605,70,257,1614,72,1155,156,163
1594,1689,976,130,546,2448,709,262,1142,730
1533,515,380,1124,1674,1649,877,2456,956,1450
1147,2137,1904,1804,1101,78,2069,1860,1488,692
2167,1579,2374,172,580,960,1999,281,1304,1630
1124,664,881,1135,1619,871,1504,1685,1908,1789
742,1078,631,2490,65,120,1090,2298,193,1806
198,1580,323,1390,2239,994,1930,424,958,241
1527,1155,434,1103,720,1803,679,700,346,1884
809,2392,2024,405,1026,98,1477,1119,970,1139
1984,124,810,672,2183,164,114,466,1640,1769
873,145,1025,524,2181,893,116,915,482,16
616,652,473,1245,1927,1146,324,1612,1898,556
1533,2394,736,2477,2045,2438,2506,1689,344,1262
2371,155,1819,396,1723,2130,2326,213,1672,1348
570,814,1980,2131,1669,1688,1108,1954,679,1192
1880,2436,1448,629,818,1413,1757,1374,842,407
128,2364,266,242,494,1478,283,1535,2249,579
1472,399,2138,143,1356,1116,536,857,1248,934
872,620,1738,1417,2292,1796,82,1494,1965,2106
1529,1518,2080,1575,27,1115,269,1443,672,32
1208,2327,1646,2356,490,156,453,647,1144,2252
20,665,1329,1752,1549,401,1008,616,2426,1707
1310,1800,1132,878,1673,549,2352,1311,1141,930
1595,2135,1370,2102,320,906,115,570,744,1961
415,651,1145,664,1614,1501,1159,488,2470,685
202,490,82,214,1007,76,2308,2272,1420,1327
2242,659,1521,499,266,399,1667,1750,2131,1184
955,1973,691,2223,1826,2412,427,1882,175,968
1893,1908,1863,757,220,2210,2274,1407,239,1014
2485,1113,1839,1429,1197,1052,846,1560,828,2501
1760,1871,2085,818,2195,1907,287,1814,630,2475
481,1839,2424,499,1805,2357,287,164,790,334
2170,2434,1766,69,2363,1603,1133,376,1428,1209
1505,221,904,74,2390,1852,513,999,799,1763
1708,427,1216,1294,64,1546,470,2080,495,1609
2231,565,112,958,1533,2069,353,2136,1606,786
721,1334,880,1477,599,851,2399,1599,1679,2136
1114,2091,2284,502,1280,744,1257,1420,1835,1190
191,1589,1982,1490,1554,2401,48,388,1539,1550
143,276,341,227,2185,2232,1017,1800,2407,2313
2067,1746,6,2079,114,4,1852,2307,277,341
844,401,373,255,221,692,1807,1347,1622,315
733,957,1572,64,2295,33,2131,412,1467,598
2475,1932,955,107,2295,460,2144,1340,1362,1270
1840,2374,1003,2392,1173,350,1916,1488,1603,1254
1533,1563,1936,1546,438,2070,1446,1718,964,934
393,25,2426,1612,528,1346,1259,441,1890,1972
517,1165,1004,357,1811,1752,1860,2180,1747,361
2068,1891,1107,784,746,2076,1099,1385,587,40
2464,626,402,428,1848,704,850,871,1245,2167
2059,1951,2302,1206,761,1028,1277,59,841,1106
1698,2041,2206,1846,178,1617,1949,1381,140,1345
390,1150,1381,791,724,2232,95,1777,2380,452
86,209,1978,1409,1927,1310,1978,2406,942,856
683,104,1004,1913,1412,1044,2114,2126,1928,886
1449,965,1923,2478,1022,2183,2239,916,1308,570
939,682,1659,1151,112,554,1905,2105,891,1334
856,2109,577,2231,1176,1094,1991,745,1250,2340
1229,2098,1139,2483,1616,278,691,2493,2449,2087
1858,1065,285,974,811,977,1600,2186,2003,2411
1670,1014,2090,1234,1362,569,979,1407,1611,1031
485,1736,2046,1574,113,1303,1321,2189,713,1377
505,1380,389,415,2051,2077,950,146,665,1648
1749,1756,1334,960,1709,123,501,845,1453,358
847,804,1221,1755,684,975,1553,1073,769,2109
2434,451,2234,2048,338,1504,726,1051,1477,1081
720,1895,437,372,2324,2018,312,120,2134,1324
892,1183,667,303,859,776,123,2043,866,1126
82,296,681,784,33,2395,2394,383,1245,1313
301,629,1800,939,2151,1713,2446,1345,2033,2019
1994,349,2379,290,2431,1103,331,1653,2479,1569
761,1498,2291,856,1354,382,516,804,1981,1350
1393,79,1380,113,562,1895,688,2401,2413,2457
1974,1036,2494,1370,1220,2328,352,1086,1591,1666
1464,1454,1200,420,764,1692,1321,1726,1890,764
1830,1872,1864,926,2152,308,339,416,2174,2277
817,156,1284,1891,152,375,30,90,1602,1983
76,56,2495,1158,1908,1857,1829,2042,988,1722
1501,815,1921,119,1230,1226,1076,1437,1090,2288
2448,1888,1668,629,2134,1216,679,970,1183,2155
1181,1833,2294,543,68,224,2375,427,2154,2477
1776,1752,857,2089,2001,2511,969,2198,146,660
1905,809,2138,2489,1831,1346,174,119,1381,1812
1794,215,2018,12,697,1269,384,785,1857,1509
1312,2392,1106,137,601,770,1578,1093,438,1373
2377,2130,1014,1922,1638,1016,1076,1113,2131,1669
1212,1639,1255,1749,2413,2254,1323,2341,1240,27
1885,1133,1783,4,2443,2184,513,660,2440,1186
1901,127,1750,1907,808,1594,1105,137,2077,70
671,848,776,1778,1236,2377,1053,554,1179,801
2081,240,1243,1066,1412,2403,221,89,2021,615
1113,1274,475,1173,809,530,300,899,461,714
365,2206,2049,2142,2328,1124,657,939,2050,804
804,682,1489,1281,990,1265,951,423,2462,572
666,2079,1425,552,1721,1020,606,499,154,988
1906,1803,1913,279,974,1945,2231,1161,717,2007
2364,180,1761,442,2210,569,1954,2398,1545,1313
616,2269,1173,1552,1945,1432,1541,24,698,1254
169,579,2378,653,523,948,715,1130,1010,942
2379,810,1864,2218,1605,501,1097,632,2209,810
2217,1089,2232,750,2381,637,1003,2009,1258,2389
1667,1684,1794,980,1092,246,441,2154,537,18
842,2107,1342,819,811,1740,1428,729,1680,1561
2111,1094,2384,2131,802,1087,2262,1015,1722,1082
70,1089,85,127,588,1065,2053,1760,1280,662
725,895,522,1353,612,1189,2372,2438,826,447
1599,1012,1777,1009,1854,613,893,267,441,1934
1963,672,84,488,1090,1912,1297,2300,1494,2049
532,2108,73,470,500,478,445,1780,52,1804
420,940,142,1747,1090,1536,831,1584,551,2262
700,206,1864,994,1287,1254,782,1766,265,1203
435,1192,1109,901,907,2443,359,1361,860,648
317,1174,1849,428,761,1581,2211,1847,2420,1375
1356,445,937,262,1327,454,1544,368,1314,1405
512,1911,2175,2485,1288,322,1549,2423,1330,932
1643,1580,2486,710,234,1609,1017,917,2038,1824
71,167,886,203,693,1584,19,682,1626,1171
830,1996,1680,1098,2239,2392,2253,2475,1343,498
1270,1226,2343,1529,1242,1906,1772,1605,121,242
2260,2053,190,1986,250,1347,1164,1221,2397,1497
183,798,1010,1641,34,544,941,597,555,747
652,1229,2197,1843,2272,673,1717,54,1112,2015
1445,117,1818,1316,2035,2145,1578,627,165,1326
118,916,1286,235,2040,407,1028,2107,874,4
674,2425,861,1092,238,2464,510,2404,1894,1831
1464,1374,2471,1183,1929,1613,233,2315,484,1781
2188,1617,2195,173,1857,1802,103,326,1712,186
1881,1711,2459,1053,1863,1036,710,332,923,772
147,174,2035,180,2332,1648,1064,625,2368,476
1139,458,809,1891,2325,1211,1726,1614,2454,364
787,1822,1056,2495,1126,1561,2057,1462,526,310
2119,587,273,1917,538,897,1808,2309,2480,1767
1338,970,1199,1810,1305,2023,1510,1652,1114,2147
2290,1451,1115,1570,287,2356,2334,163,866,2220
763,2313,2470,2335,1432,153,734,409,817,1529
1664,1621,486,1937,1852,388,549,1967,517,2338
634,2189,1369,1457,2181,1602,1221,1997,2084,1948
1245,100,1630,1307,109,2189,665,1873,2376,81
925,265,1404,2502,1035,334,281,242,2091,1756
2389,2305,1294,1859,2470,212,93,1656,248,318
1794,773,2144,1392,2477,2390,477,2049,432,328
1216,724,321,2064,1740,2406,2087,1998,2230,2364
1078,1502,2396,1297,1981,101,1854,2024,148,1550
1059,1950,764,1884,1022,1784,1787,688,1237,2012
1072,154,1563,89,1358,497,2476,34,625,1530
1896,2167,1844,1392,597,2275,1973,2219,1827,598
1753,1177,2083,2180,1198,1808,1383,1441,2206,1453
2332,369,805,2297,1210,403,497,1783,668,2335
1562,2411,2041,2054,320,1697,1842,1372,941,2286
693,1657,938,512,1516,2026,666,921,214,2492
490,2483,954,1142,754,1496,1482,828,874,2164
675,1885,153,1913,1417,1365,1627,249,694,449
1465,737,288,318,407,2120,2342,702,2160,936
549,1489,72,1647,1600,1521,2437,1370,2213,2493
2251,476,1594,2022,2096,1159,2312,1405,2481,2499
1530,2077,1487,1856,955,1205,2002,1105,2285,640
1521,2384,1417,1975,1006,1926,992,1919,225,1840
1744,949,1010,658,2287,1760,918,94,496,414
1250,1412,955,1994,1857,1208,1547,849,1673,190
1344,2466,12,2108,356,1914,2482,1347,643,937
1446,1656,1952,1249,210,1702,1381,824,591,2508
299,1110,460,84,364,1670,1305,721,1937,260
2049,2175,1798,2488,1801,798,947,1238,314,534
1828,401,1257,897,706,357,2045,165,2293,2157
453,965,2045,634,1777,1688,916,769,1466,1144
506,2411,2378,2401,664,232,1396,481,257,1838
2018,185,563,329,233,980,1924,2230,307,223
664,1869,234,1927,2053,604,975,1937,1021,2177
1854,2048,1682,2185,1046,1312,2260,959,1237,2001
1399,32,1679,1080,168,1445,1853,2146,492,217
489,1103,1952,1804,58,626,178,2088,505,1650
1366,1945,2377,1826,860,1456,601,1946,621,582
1643,4,966,1638,59,1562,1210,153,2453,939
2370,2202,2194,2111,1330,1999,440,1168,2319,580
1951,1722,2405,1857,822,206,1999,1547,214,2390
2106,750,815,519,1600,1875,2082,54,1513,1107
1272,271,1972,435,1648,119,1272,686,2290,1456
319,1072,1011,616,1840,1893,394,764,23,718
705,812,278,1303,2370,861,1937,436,1755,84
1175,2123,455,1871,2274,1700,1752,2129,1502,1829
1882,727,2121,472,54,1897,2165,224,2179,874
931,1707,2032,484,1026,277,265,2189,1633,1492
2274,231,58,1729,29,1266,2245,2174,2032,144
1512,46,910,2066,1610,162,590,1673,613,755
116,1754,1690,1675,773,2243,2466,1438,1419,1975
1368,1123,946,1666,305,1669,409,344,1876,2
1148,1323,555,715,1462,2356,1230,973,748,1153
1720,560,1101,935,289,2258,183,1980,2480,1722
575,1537,326,2401,1750,613,1306,1883,2408,2328
2179,315,1922,338,164,2381,990,2325,1934,677
309,1627,2247,2444,2372,2307,762,2033,141,689
1223,1285,408,1015,1228,307,266,913,2217,504
2202,1724,160,157,1287,1993,1635,1784,2366,1525
671,1519,700,1948,1232,2381,1559,1043,627,1537
2173,1956,1132,988,1473,1886,275,1839,1261,1460
1961,1398,1387,1911,1386,1048,340,1118,1003,1395
1316,843,434,170,2488,1051,2505,2076,1710,1190
935,758,1916,1907,1894,2401,2206,1934,2229,879
1097,1227,1735,1598,1951,66,2393,1444,1823,160
1607,1880,1497,2499,213,289,347,459,2119,1430
1241,593,1245,1648,1683,1772,445,260,1434,277
307,812,301,1777,2501,1357,1249,2238,736,1765
79,1646,1522,2098,1933,2513,19,2473,653,1776
921,1050,1472,942,2135,583,409,346,1027,59
890,2398,1313,1961,1047,2239,2474,1636,2056,735
19,1883,1150,639,1103,1616,2040,749,882,1743
1381,1657,2031,2248,1604,238,182,929,1193,1529
107,463,187,33,506,1584,2133,1822,2145,1589
2512,1764,2354,1118,162,2337,467,707,1628,920
2343,111,2153,1863,798,2020,1231,330,519,474
1241,1762,1455,842,1844,1334,1705,1417,1495,2326
1770,1077,1148,301,819,754,1432,1962,2012,350
898,538,2448,1549,1728,1720,2385,580,337,1888
1764,1484,1925,75,1067,1271,1233,707,2211,133
1227,601,1369,666,1919,199,2082,1525,870,2354
358,2232,446,959,265,1943,513,631,1670,1361
1815,1892,1040,649,1236,605,2241,22,1657,1435
346,882,51,1118,727,1632,1628,1616,1264,1104
1065,1405,2456,1208,1257,2363,910,1654,566,592
831,965,1411,1169,1518,1650,1331,26,502,1097
1787,596,479,1236,847,886,1905,929,2500,1022
2046,1638,1226,2113,2456,377,2200,1239,465,494
568,1166,1814,1726,287,1883,2366,75,987,119
1190,1668,687,1628,461,733,607,2018,1706,1246
2125,1247,1593,2213,2212,13,1811,1034,20,437
1063,238,847,1991,1300,1661,2513,2504,1257,1019
633,229,1872,2125,324,1766,1677,873,486,1681
1718,950,1000,1431,601,1363,1508,774,1739,153
1908,1629,829,2112,870,273,764,2003,2500,327
1913,1485,2346,2292,2391,1054,549,2093,1506,94
774,2144,785,1630,14,2047,790,2101,757,89
710,442,371,282,1421,1763,1750,835,1442,2182
76,1519,1535,440,2311,786,2356,258,1600,1
862,1307,897,732,26,556,448,2393,2386,1863
741,1269,1982,288,872,739,495,1832,1227,1040
1823,2333,489,1019,861,1329,879,316,1138,2249
1601,1756,1680,1853,1930,2385,325,730,1464,586
1610,48,1377,165,1042,1301,1728,1137,1753,1894
1199,841,161,786,1840,124,1650,2020,47,544
387,192,1576,2393,1887,1031,1572,2070,2331,833
103,1105,731,532,1717,245,677,769,1648,950
2377,976,191,271,2012,1603,109,1470,1652,2343
951,1206,1517,525,431,798,436,107,1685,2372
1431,257,1337,2227,523,1615,2466,29,928,1713
2248,985,571,67,888,1954,133,2013,1723,1485
2156,1581,1347,2119,682,342,2493,2214,2323,2308
751,928,315,1609,480,1048,273,1046,947,631
